muni_code;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_esgot;prop_abast;prop_residuo
4115408;Marmeleiro;41;PR;n„o metropolitana;mata atlantica;758,17;Cfb;15873;27,7;92,57;85,74
4115457;Marquinho;41;PR;n„o metropolitana;mata atlantica;757,33;Cfa;4348;4,25;89,26;46,65
4115507;Marumbi;41;PR;n„o metropolitana;mata atlantica;534,31;Cfa;4700;0,86;90,52;90,59
4115606;Matel√¢ndia;41;PR;n„o metropolitana;mata atlantica;376,67;Cfa;18472;57,41;97,51;89,78
4115705;Matinhos;41;PR;n„o metropolitana;mata atlantica;86,18;Cfa;39212;90,47;93,73;99,27
4115739;Mato Rico;41;PR;n„o metropolitana;mata atlantica;702,39;Cfa;3279;4,11;89,21;28,17
4115754;Mau√° Da Serra;41;PR;n„o metropolitana;mata atlantica;1003,45;Cfb;8937;3,22;90,05;92,24
4115804;Medianeira;41;PR;n„o metropolitana;mata atlantica;372,9;Cfa;54390;24,8;96,19;94,65
4115853;Mercedes;41;PR;n„o metropolitana;mata atlantica;300,92;Cfa;5945;16,35;96,16;60,81
4115903;Mirador;41;PR;n„o metropolitana;mata atlantica;319,71;Cfa;2240;9,99;97,21;80,83
4116000;Miraselva;41;PR;n„o metropolitana;mata atlantica;549,56;Cfa;1965;12,62;92,03;86,05
4116059;Missal;41;PR;n„o metropolitana;mata atlantica;288,84;Cfa;12951;19,82;73,77;83,71
4116109;Moreira Sales;41;PR;n„o metropolitana;mata atlantica;436,99;Cfa;11170;3,53;96,45;84,58
4116208;Morretes;41;PR;n„o metropolitana;mata atlantica;478,11;Cfa;18396;65,77;83,93;91,7
4116307;Munhoz De Melo;41;PR;n„o metropolitana;mata atlantica;530,18;Cfa;3937;8,09;93,08;82,65
4116406;Nossa Senhora Das Gra√ßas;41;PR;n„o metropolitana;mata atlantica;439,06;Cfa;3677;4,16;97,12;89,91
4116505;Nova Alian√ßa Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;360,38;Cfa;1315;2,27;98,41;81,63
4116604;Nova Am√©rica Da Colina;41;PR;n„o metropolitana;mata atlantica;549,31;Cfa;3277;25,07;97,45;81,55
4116703;Nova Aurora;41;PR;n„o metropolitana;mata atlantica;444,98;Cfa;12848;5,35;95,14;79,38
4116802;Nova Cantu;41;PR;n„o metropolitana;mata atlantica;523,31;Cfa;6781;13,69;87,63;56,25
4116901;Nova Esperan√ßa;41;PR;n„o metropolitana;mata atlantica;479,05;Cfa;26616;52,55;94,71;90,48
4116950;Nova Esperan√ßa Do Sudoeste;41;PR;n„o metropolitana;mata atlantica;620,06;Cfa;5592;4,15;81,36;59,7
4117008;Nova F√°tima;41;PR;n„o metropolitana;mata atlantica;596,7;Cfa;7225;2,15;98,46;89,68
4117057;Nova Laranjeiras;41;PR;n„o metropolitana;mata atlantica;705,99;Cfa;14132;34,65;81,26;26,04
4117107;Nova Londrina;41;PR;n„o metropolitana;mata atlantica;378,64;Cfa;12911;75,51;96,42;92,3
4117206;Nova Ol√≠mpia;41;PR;n„o metropolitana;mata atlantica;372,71;Cfa;5834;4,06;99,06;89,4
4117214;Nova Santa B√°rbara;41;PR;n„o metropolitana;mata atlantica;698,43;Cfa;4183;36,2;94,68;88,67
4117222;Nova Santa Rosa;41;PR;n„o metropolitana;mata atlantica;356,56;Cfa;8292;3,86;99,81;74,06
4117255;Nova Prata Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;390,35;Cfa;10780;31,46;95,45;62,67
4117271;Nova Tebas;41;PR;n„o metropolitana;mata atlantica;607,66;Cfa;6848;6,34;88,82;54,29
4117297;Novo Itacolomi;41;PR;n„o metropolitana;mata atlantica;509,25;Cfa;4061;2,2;78,05;55,76
4117305;Ortigueira;41;PR;n„o metropolitana;mata atlantica;722,94;Cfa;26078;33,08;86,82;53,93
4117404;Ourizona;41;PR;n„o metropolitana;mata atlantica;398,09;Cfa;3184;1,47;98,53;91,28
4117453;Ouro Verde Do Oeste;41;PR;n„o metropolitana;mata atlantica;449,78;Cfa;6808;24,9;99,16;71,26
4117503;Pai√ßandu;41;PR;n„o metropolitana;mata atlantica;421,64;Cfa;49999;64,39;99,73;97,88
4117602;Palmas;41;PR;n„o metropolitana;mata atlantica;1144,11;Cfb;43769;66,52;98,52;93,66
4117701;Palmeira;41;PR;n„o metropolitana;mata atlantica;888,43;Cfb;36384;74,08;96,45;69,19
4117800;Palmital;41;PR;n„o metropolitana;mata atlantica;697,64;Cfa;13080;14,99;93,5;57,97
4117909;Palotina;41;PR;n„o metropolitana;mata atlantica;317,19;Cfa;35063;41,69;99,53;87,6
4118006;Para√≠so Do Norte;41;PR;n„o metropolitana;mata atlantica;324,36;Cfa;13246;14,7;95,39;95,52
4118105;Paranacity;41;PR;n„o metropolitana;mata atlantica;377,06;Cfa;9561;42,05;96,52;94,19
4118204;Paranagu√°;41;PR;n„o metropolitana;mata atlantica;66,19;Cfa;157043;81,65;98,37;98,37
4118303;Paranapoema;41;PR;n„o metropolitana;mata atlantica;326,33;Aw;2406;4,65;98,67;95,13
4118402;Paranava√≠;41;PR;n„o metropolitana;mata atlantica;409,85;Cfa;90969;78,12;98,96;96,19
4118451;Pato Bragado;41;PR;n„o metropolitana;mata atlantica;242,14;Cfa;5976;5,49;99,94;80,36
4118501;Pato Branco;41;PR;n„o metropolitana;mata atlantica;717,82;Cfa;94239;91,87;98,97;94,68
4118600;Paula Freitas;41;PR;n„o metropolitana;mata atlantica;795,53;Cfb;5616;33,53;95,59;62,9
4118709;Paulo Frontin;41;PR;n„o metropolitana;mata atlantica;805,29;Cfb;6460;25,39;96,05;44,94
4118808;Peabiru;41;PR;n„o metropolitana;mata atlantica;488,72;Cfa;13345;25,53;98,34;83,47
4118857;Perobal;41;PR;n„o metropolitana;mata atlantica;376,45;Cfa;7132;8,8;89,93;74,02
4118907;P√©rola;41;PR;n„o metropolitana;mata atlantica;337,38;Cfa;11885;16,04;87,93;87,03
4119004;P√©rola D'oeste;41;PR;n„o metropolitana;mata atlantica;409,29;Cfa;6197;38,25;95,71;59,76
4119103;Pi√™n;41;PR;metropolitana;mata atlantica;873,37;Cfb;13552;62,75;98,7;80,72
4119152;Pinhais;41;PR;metropolitana;mata atlantica;893,93;Cfb;131048;94,19;99,84;99,91
4119202;Pinhal√£o;41;PR;n„o metropolitana;mata atlantica;675,26;Cfa;6564;7,36;94,51;73,42
4119251;Pinhal De S√£o Bento;41;PR;n„o metropolitana;mata atlantica;510,1;Cfa;2762;17,52;78,1;83,7
4119301;Pinh√£o;41;PR;n„o metropolitana;mata atlantica;1021,85;Cfb;29931;23,96;88,57;66,07
4119400;Pira√≠ Do Sul;41;PR;n„o metropolitana;mata atlantica;1041,73;Cfb;23514;52,52;86,29;75,59
4119509;Piraquara;41;PR;metropolitana;mata atlantica;941,38;Cfb;131101;84,65;99,17;99,34
4119608;Pitanga;41;PR;n„o metropolitana;mata atlantica;844,13;Cfb;33640;36,59;89,82;63,64
4119657;Pitangueiras;41;PR;n„o metropolitana;mata atlantica;578,78;Cfa;3016;11,25;85,81;86,28
4119707;Planaltina Do Paran√°;41;PR;n„o metropolitana;mata atlantica;350,37;Cfa;4063;8,35;83;73,57
4119806;Planalto;41;PR;n„o metropolitana;mata atlantica;384,61;Cfa;14300;27,09;96,54;57,6
4119905;Ponta Grossa;41;PR;n„o metropolitana;mata atlantica;879,47;Cfb;391654;82,19;98,84;98,18
4119954;Pontal Do Paran√°;41;PR;n„o metropolitana;mata atlantica;13,23;Cfa;32985;70,55;99,04;98,77
4120002;Porecatu;41;PR;n„o metropolitana;mata atlantica;393,68;Cfa;11596;95,27;98,9;95,56
4120101;Porto Amazonas;41;PR;n„o metropolitana;mata atlantica;867,29;Cfb;5543;79,12;98,12;96,39
4120150;Porto Barreiro;41;PR;n„o metropolitana;mata atlantica;650,73;Cfa;3111;10,05;82,09;31,63
4120200;Porto Rico;41;PR;n„o metropolitana;mata atlantica;316,84;Cfa;3194;4,77;94,49;79,57
4120309;Porto Vit√≥ria;41;PR;n„o metropolitana;mata atlantica;891,74;Cfb;3484;41,27;89,23;66,08
4120333;Prado Ferreira;41;PR;n„o metropolitana;mata atlantica;497,46;Cfa;3663;30,93;94,62;89,72
4120358;Pranchita;41;PR;n„o metropolitana;mata atlantica;507,23;Cfa;5705;83,9;90,67;81,11
4120408;Presidente Castelo Branco;41;PR;n„o metropolitana;mata atlantica;532,33;Cfa;4334;8,6;98,51;90,73
4120507;Primeiro De Maio;41;PR;n„o metropolitana;mata atlantica;389,05;Cfa;10239;14,63;92,57;92
4120606;Prudent√≥polis;41;PR;n„o metropolitana;mata atlantica;766,64;Cfb;49395;41,93;95,4;63,39
4120655;Quarto Centen√°rio;41;PR;n„o metropolitana;mata atlantica;379,7;Cfa;4213;2,64;92,78;78,43
4120705;Quatigu√°;41;PR;n„o metropolitana;mata atlantica;589,65;Cfa;8092;82,53;97,76;94,05
4120804;Quatro Barras;41;PR;metropolitana;mata atlantica;934,01;Cfb;26452;83,66;98,32;97,73
4120853;Quatro Pontes;41;PR;n„o metropolitana;mata atlantica;411,7;Cfa;4051;23,72;98,81;67,01
4120903;Quedas Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;514,92;Cfa;30785;44,33;93,89;71,31
4121000;Quer√™ncia Do Norte;41;PR;n„o metropolitana;mata atlantica;280,33;Cfa;10708;10,73;90,88;68,67
4121109;Quinta Do Sol;41;PR;n„o metropolitana;mata atlantica;380,36;Cfa;5009;2,99;96,95;79,26
4121208;Quitandinha;41;PR;metropolitana;mata atlantica;864,83;Cfb;19240;25,58;95,71;70,73
4121257;Ramil√¢ndia;41;PR;n„o metropolitana;mata atlantica;445,61;Cfa;4848;39,63;94;54,05
4121307;Rancho Alegre;41;PR;n„o metropolitana;mata atlantica;385,96;Cfa;3511;16,47;98,3;92,02
4121356;Rancho Alegre D'oeste;41;PR;n„o metropolitana;mata atlantica;464,89;Cfa;2615;8,83;96,53;83,33
4121406;Realeza;41;PR;n„o metropolitana;mata atlantica;375,61;Cfa;18928;24,19;87,36;82,33
4121505;Rebou√ßas;41;PR;n„o metropolitana;mata atlantica;828,53;Cfb;14524;55,71;97,1;68,36
4121604;Renascen√ßa;41;PR;n„o metropolitana;mata atlantica;735,63;Cfb;6839;47;91,73;63,51
4121703;Reserva;41;PR;n„o metropolitana;mata atlantica;799,03;Cfb;26786;37,32;92,96;67,29
4121752;Reserva Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;923,73;Cfb;7009;40,43;86,67;66,03
4121802;Ribeir√£o Claro;41;PR;n„o metropolitana;mata atlantica;574,21;Cfa;12357;82,55;86,26;88,08
4121901;Ribeir√£o Do Pinhal;41;PR;n„o metropolitana;mata atlantica;563,1;Cfa;13053;55,36;97,42;91,79
4122008;Rio Azul;41;PR;n„o metropolitana;mata atlantica;894,09;Cfb;14032;49,47;93,82;67,12
4122107;Rio Bom;41;PR;n„o metropolitana;mata atlantica;587,77;Cfa;3755;1,27;96,36;73,58
4122156;Rio Bonito Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;595,91;Cfa;13955;8,22;84,85;31,2
4122172;Rio Branco Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;628,1;Cfa;3866;13,15;90,09;65,28
4122206;Rio Branco Do Sul;41;PR;metropolitana;mata atlantica;773,15;Cfb;32566;54,69;78,14;82,38
4122305;Rio Negro;41;PR;metropolitana;mata atlantica;843;Cfb;31406;81,88;97,14;90,64
4122404;Rol√¢ndia;41;PR;n„o metropolitana;mata atlantica;647,69;Cfa;71344;50,75;99,27;95,16
4122503;Roncador;41;PR;n„o metropolitana;mata atlantica;685,65;Cfa;11253;13,31;92,79;65,5
4122602;Rondon;41;PR;n„o metropolitana;mata atlantica;401,79;Cfa;9093;54,12;96,8;84,33
4122651;Ros√°rio Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;640,19;Cfa;5697;46,31;84,41;59,39
4122701;Sab√°udia;41;PR;n„o metropolitana;mata atlantica;617,5;Cfa;8819;4,03;91,27;79,91
4122800;Salgado Filho;41;PR;n„o metropolitana;mata atlantica;583,88;Cfa;4144;1,01;92,57;73,65
4122909;Salto Do Itarar√©;41;PR;n„o metropolitana;mata atlantica;585,9;Cfa;5195;21,59;92,37;76,66
4123006;Salto Do Lontra;41;PR;n„o metropolitana;mata atlantica;504,34;Cfa;14006;34,59;94,74;66,54
4123105;Santa Am√©lia;41;PR;n„o metropolitana;mata atlantica;500,51;Cfa;3396;6,45;92,72;81,64
4123204;Santa Cec√≠lia Do Pav√£o;41;PR;n„o metropolitana;mata atlantica;633,99;Cfa;3361;3,12;97,94;85,03
4123303;Santa Cruz De Monte Castelo;41;PR;n„o metropolitana;mata atlantica;311,2;Cfa;8630;4,1;85,05;80,96
4123402;Santa F√©;41;PR;n„o metropolitana;mata atlantica;488,85;Cfa;11397;21,87;94,29;88,42
4123501;Santa Helena;41;PR;n„o metropolitana;mata atlantica;260,8;Cfa;24917;41,29;95,68;86,75
4123600;Santa In√™s;41;PR;n„o metropolitana;mata atlantica;379,74;Cfa;1744;2,9;99,66;88,23
4123709;Santa Isabel Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;315,95;Cfa;8897;44,87;96,46;84,88
4123808;Santa Izabel Do Oeste;41;PR;n„o metropolitana;mata atlantica;493,83;Cfa;12444;28,44;95,39;88,32
4123824;Santa L√∫cia;41;PR;n„o metropolitana;mata atlantica;388,86;Cfa;3668;1,85;81,82;70,27
4123857;Santa Maria Do Oeste;41;PR;n„o metropolitana;mata atlantica;930,19;Cfb;9811;11,35;86,08;36,57
4123907;Santa Mariana;41;PR;n„o metropolitana;mata atlantica;432,31;Cfa;11111;44,08;99,42;91,44
4123956;Santa M√¥nica;41;PR;n„o metropolitana;mata atlantica;311,12;Cfa;3357;2,18;89,24;79,58
4124004;Santana Do Itarar√©;41;PR;n„o metropolitana;mata atlantica;567;Cfa;5514;1,84;90,71;69,12
4124020;Santa Tereza Do Oeste;41;PR;n„o metropolitana;mata atlantica;667,09;Cfa;12928;13,7;96,27;85,49
4124053;Santa Terezinha De Itaipu;41;PR;n„o metropolitana;mata atlantica;261,62;Cfa;23236;34,41;97,97;94,03
4124103;Santo Ant√¥nio Da Platina;41;PR;n„o metropolitana;mata atlantica;521,64;Cfa;45261;81,23;93,93;88,86
4124202;Santo Ant√¥nio Do Caiu√°;41;PR;n„o metropolitana;mata atlantica;343,73;Cfa;2499;20,92;91,74;86,67
4124301;Santo Ant√¥nio Do Para√≠so;41;PR;n„o metropolitana;mata atlantica;799,96;Cfa;2122;2,77;97,34;81,94
4124400;Santo Ant√¥nio Do Sudoeste;41;PR;n„o metropolitana;mata atlantica;544,94;Cfa;19677;74,69;96,18;83,14
4124509;Santo In√°cio;41;PR;n„o metropolitana;mata atlantica;372,35;Cfa;6184;36,32;93,2;88,17
4124608;S√£o Carlos Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;326,46;Cfa;6588;10,56;95,99;95,63
4124707;S√£o Jer√¥nimo Da Serra;41;PR;n„o metropolitana;mata atlantica;795,2;Cfb;10742;13,61;87,29;60,51
4124806;S√£o Jo√£o;41;PR;n„o metropolitana;mata atlantica;574,01;Cfa;11683;40,07;94,07;66,64
4124905;S√£o Jo√£o Do Caiu√°;41;PR;n„o metropolitana;mata atlantica;395,51;Cfa;5585;43,6;97,41;90,67
4125001;S√£o Jo√£o Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;391,67;Cfa;10665;8,55;97,28;80,68
4125100;S√£o Jo√£o Do Triunfo;41;PR;n„o metropolitana;mata atlantica;845,44;Cfb;13725;10,18;91,22;39,76
4125209;S√£o Jorge D'oeste;41;PR;n„o metropolitana;mata atlantica;490,51;Cfa;9308;38,15;94,75;70,41
4125308;S√£o Jorge Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;383,1;Cfa;5159;82,96;98,39;89,66
4125357;S√£o Jorge Do Patroc√≠nio;41;PR;n„o metropolitana;mata atlantica;269,58;Cfa;6520;1,56;99,75;77,47
4125407;S√£o Jos√© Da Boa Vista;41;PR;n„o metropolitana;mata atlantica;626,28;Cfa;5968;47,11;86,54;68,99
4125456;S√£o Jos√© Das Palmeiras;41;PR;n„o metropolitana;mata atlantica;346,63;Cfa;4063;2,05;89,86;67,7
4125506;S√£o Jos√© Dos Pinhais;41;PR;metropolitana;mata atlantica;885,31;Cfb;327746;90,44;98,85;98,13
4125555;S√£o Manoel Do Paran√°;41;PR;n„o metropolitana;mata atlantica;333,95;Cfa;2132;3,4;98,67;79,91
4125605;S√£o Mateus Do Sul;41;PR;n„o metropolitana;mata atlantica;794,75;Cfb;44313;60,23;96,23;67,09
4125704;S√£o Miguel Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;265,22;Cfa;29285;37,25;93,63;82,84
4125753;S√£o Pedro Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;484,14;Cfa;6854;1,19;97,07;70,73
4125803;S√£o Pedro Do Iva√≠;41;PR;n„o metropolitana;mata atlantica;378,72;Cfa;8691;46,94;95,7;90,52
4125902;S√£o Pedro Do Paran√°;41;PR;n„o metropolitana;mata atlantica;328,13;Cfa;2654;0,6;90,73;68,71
4126009;S√£o Sebasti√£o Da Amoreira;41;PR;n„o metropolitana;mata atlantica;659,93;Cfa;8070;2,64;96,05;89,05
4126108;S√£o Tom√©;41;PR;n„o metropolitana;mata atlantica;376,43;Cfa;5385;1,89;98,47;88,47
4126207;Sapopema;41;PR;n„o metropolitana;mata atlantica;712,4;Cfa;6444;51,23;85,68;63,76
4126256;Sarandi;41;PR;n„o metropolitana;mata atlantica;516,37;Cfa;126057;8,91;96,87;99
4126272;Saudade Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;613,51;Cfa;6137;1,9;95,05;61,68
4126306;Seng√©s;41;PR;n„o metropolitana;mata atlantica;901,34;Cfb;17112;45,02;88,91;85,4
4126355;Serran√≥polis Do Igua√ßu;41;PR;n„o metropolitana;mata atlantica;278,19;Cfa;5034;9,68;93,7;93,97
4126405;Sertaneja;41;PR;n„o metropolitana;mata atlantica;369,02;Cfa;5761;18,65;99,24;92
4126504;Sertan√≥polis;41;PR;n„o metropolitana;mata atlantica;433,45;Cfa;16694;45,58;98,82;89,04
4126603;Siqueira Campos;41;PR;n„o metropolitana;mata atlantica;651,03;Cfa;24083;67,84;92,36;90,02
4126652;Sulina;41;PR;n„o metropolitana;mata atlantica;548,43;Cfa;3440;2,34;90,81;63,24
4126678;Tamarana;41;PR;n„o metropolitana;mata atlantica;805,85;Cfa;12115;35,86;75,05;58,43
4126702;Tamboara;41;PR;n„o metropolitana;mata atlantica;400,92;Cfa;4879;0,97;96,38;86,95
4126801;Tapejara;41;PR;n„o metropolitana;mata atlantica;440,2;Cfa;15659;87,65;95,7;92,56
4126900;Tapira;41;PR;n„o metropolitana;mata atlantica;318;Cfa;5743;9,13;95,49;65,87
4127007;Teixeira Soares;41;PR;n„o metropolitana;mata atlantica;847,62;Cfb;9565;21,79;93,88;69,02
4127106;Tel√™maco Borba;41;PR;n„o metropolitana;mata atlantica;797,08;Cfb;73331;74,28;99,43;99,49
4127205;Terra Boa;41;PR;n„o metropolitana;mata atlantica;442,01;Cfa;18654;31,69;99,32;92,12
4127304;Terra Rica;41;PR;n„o metropolitana;mata atlantica;360,11;Cfa;14862;32,96;90,31;87,78
4127403;Terra Roxa;41;PR;n„o metropolitana;mata atlantica;311,21;Cfa;18448;42,27;97,62;83,29
4127502;Tibagi;41;PR;n„o metropolitana;mata atlantica;882,97;Cfb;18612;51,03;92,08;80,03
4127601;Tijucas Do Sul;41;PR;metropolitana;mata atlantica;933,08;Cfb;17717;47,16;91,86;82,69
4127700;Toledo;41;PR;n„o metropolitana;mata atlantica;503,2;Cfa;156123;58,96;99,23;92,42
4127809;Tomazina;41;PR;n„o metropolitana;mata atlantica;582,93;Cfa;9659;41,98;81,14;58,85
4127858;Tr√™s Barras Do Paran√°;41;PR;n„o metropolitana;mata atlantica;441,52;Cfa;11142;18,61;91,9;58,01
4127882;Tunas Do Paran√°;41;PR;metropolitana;mata atlantica;886,2;Cfb;8617;5,18;61,88;91,86
