"municipio_geocodigo","ano_e","xp","tp","dc3","dc6","dcmax","dcmed","dci","ds3","ds6","dsmax","dsmed","inc","p","st"
1100403,2021,11,36,0,0,2,1.5,1,3,1,15,2.5,320.33,4,0.72
1100403,2022,17,15,0,0,2,1,4,4,2,7,2,492.45,9,0.26
1100452,2010,41,12,2,1,19,1.5,3,0,0,1,1,1034.73,29,1.3
1100452,2011,14,23,1,0,4,2,3,0,0,1,1,578.83,20,0.84
1100452,2012,24,30,2,1,31,1,3,0,0,2,1,1239.63,37,2.84
1100452,2013,28,24,3,2,13,2,1,0,0,2,1,1324.15,35,1.98
1100452,2014,26,25,4,2,7,3,3,0,0,1,1,922.04,30,3.57
1100452,2015,60,21,3,2,17,5.5,0,0,0,2,2,2082.27,32,4.43
1100452,2016,53,25,2,1,21,1.5,3,0,0,2,1.5,1429.16,31,3.38
1100452,2017,31,7,3,2,7,1,4,0,0,2,1.5,893.86,22,4.46
1100452,2018,8,40,0,0,1,1,2,1,0,3,1,271.49,8,0.55
1100452,2019,11,41,1,0,3,1,6,0,0,2,1,494.31,16,2.66
1100452,2020,31,11,1,1,15,1,2,2,0,4,1.5,965.58,18,1.48
1100452,2021,51,17,3,1,12,1,5,2,0,4,1,1272.92,26,1.95
1100452,2022,15,17,2,0,4,1.5,3,1,0,5,2,509.68,18,0.78
1100502,2010,34,12,2,1,6,2,3,2,2,8,1,2795.74,19,0.95
1100502,2011,4,14,0,0,0,0,0,6,3,19,4,129.34,0,0.22
1100502,2012,17,18,1,0,3,1,3,3,2,14,7,935.23,7,0.22
1100502,2013,3,27,0,0,0,0,0,7,2,7,4,228.83,0,0.08
1100502,2014,2,50,0,0,0,0,0,6,3,11,4,99.49,0,0.26
1100502,2015,20,22,1,0,3,1,2,4,2,21,3.5,726.3,5,0.26
1100502,2016,2,12,0,0,0,0,0,3,3,21,6.5,69.64,0,0.02
1100502,2017,1,15,0,0,0,0,0,3,3,30,14,19.9,0,0.01
1100502,2018,2,42,0,0,0,0,0,4,3,22,5.5,69.64,0,0.02
1100502,2019,1,23,0,0,0,0,0,3,3,22,19,19.9,0,0.02
1100502,2020,2,21,0,0,0,0,0,2,2,27,20,59.7,0,0.04
1100502,2021,6,6,0,0,1,1,1,2,1,46,24.5,109.44,1,0.07
1100502,2022,4,24,0,0,0,0,0,3,2,16,2,328.33,0,0.04
1100601,2010,2,26,0,0,0,0,0,3,3,26,15,46.44,0,0
1100601,2011,1,5,0,0,0,0,0,3,1,42,4,30.96,0,0
1100601,2012,1,30,0,0,0,0,0,2,2,29,25.5,15.48,0,0
1100601,2013,2,32,0,0,0,0,0,2,2,30,23.5,108.36,0,0.06
1100601,2014,10,23,0,0,1,1,1,4,4,15,7,356.04,2,0.06
1100601,2015,2,30,0,0,0,0,0,2,2,29,20,46.44,0,0.12
1100601,2016,8,15,0,0,2,2,0,3,2,18,2.5,928.79,4,0.12
1100601,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1100601,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1100601,2019,7,32,0,0,1,1,2,4,3,21,4.5,433.44,3,0.06
1100601,2020,2,31,0,0,0,0,0,5,4,21,7,92.88,0,0.13
1100601,2021,15,21,0,0,2,1,3,3,1,14,3,1811.15,9,0.84
1100601,2022,55,22,1,1,20,10.5,1,3,0,4,1,8761.61,22,0.22
1100700,2010,11,21,0,0,2,1,2,2,2,21,2,434.96,4,0.3
1100700,2011,3,6,0,0,0,0,0,4,3,25,4.5,69.04,0,0.25
1100700,2012,10,21,0,0,1,1,4,4,2,11,2,483.29,4,0.35
1100700,2013,11,19,0,0,1,1,2,3,2,10,2,414.25,3,1.88
1100700,2014,66,6,2,1,8,2.5,2,3,1,10,2.5,2167.91,17,1.67
1100700,2015,28,21,1,1,9,1,4,3,1,10,2,1318.7,15,0.85
1100700,2016,14,27,1,1,6,1,2,3,2,14,2,793.98,9,0.49
1100700,2017,3,3,0,0,0,0,0,3,1,28,1.5,131.18,0,0.25
1100700,2018,4,40,0,0,0,0,0,6,2,10,2,193.32,0,0.17
1100700,2019,5,24,0,0,0,0,0,8,1,6,3,234.74,2,0.15
1100700,2020,3,25,0,0,0,0,0,5,2,16,3,193.32,0,0.91
1100700,2021,36,11,1,0,3,1.5,2,0,0,2,1,1008.01,7,0.66
1100700,2022,11,25,1,0,3,1,2,4,0,5,2,545.43,5,0.07
1100809,2010,3,11,0,0,0,0,0,4,1,10,2,102.91,0,0.05
1100809,2011,2,10,0,0,0,0,0,4,2,26,3.5,31.66,0,0.13
1100809,2012,7,21,0,0,1,1,1,5,3,14,5.5,150.4,3,0.07
1100809,2013,6,21,0,0,1,1,1,3,2,15,2,150.4,1,0.12
1100809,2014,10,24,0,0,1,1,2,4,2,9,3,237.47,4,0.62
1100809,2015,21,8,2,0,5,1,3,3,2,17,2.5,660.97,13,0.52
1100809,2016,8,8,1,0,3,3,0,4,0,4,2,284.97,5,0.16
1100809,2017,2,6,0,0,0,0,0,3,1,16,1,79.16,0,0.1
1100809,2018,2,16,0,0,0,0,0,4,2,25,4,47.49,0,0.07
1100809,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1100809,2020,1,37,0,0,0,0,0,2,2,36,13,7.92,0,0.29
1100809,2021,13,29,0,0,2,1,8,3,0,5,1,629.3,15,0.47
1100809,2022,12,21,1,0,4,1,4,3,2,14,2.5,391.83,11,0.17
1100908,2010,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1100908,2011,1,40,0,0,0,0,0,2,2,39,10,56.34,0,0.07
1100908,2012,6,23,0,0,1,1,1,2,2,26,18,507.04,1,0.06
1100908,2013,1,3,0,0,0,0,0,1,1,45,1.5,84.51,0,0.02
1100908,2014,1,3,0,0,0,0,0,3,2,24,2.5,197.18,0,0.03
1100908,2015,6,28,0,0,1,1,1,3,3,16,3.5,788.73,2,0.05
1100908,2016,2,25,0,0,0,0,0,3,3,22,7,225.35,0,0.04
1100908,2017,2,1,0,0,0,0,0,3,3,23,19,112.68,0,0.02
1100908,2018,1,39,0,0,0,0,0,3,2,38,8,84.51,0,0.01
1100908,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1100908,2020,2,20,0,0,0,0,0,3,3,19,14.5,112.68,0,0.2
1100908,2021,8,5,0,0,1,1,2,2,1,12,1,2140.85,5,0.16
1100908,2022,4,21,0,0,0,0,0,4,3,11,4,760.56,0,0.04
1100924,2010,2,24,0,0,0,0,0,4,3,22,7,66.08,0,0.05
1100924,2011,5,22,0,0,0,0,0,4,3,14,1.5,339.85,2,0.4
1100924,2012,14,18,0,0,2,1,2,2,1,14,1,792.98,6,0.42
1100924,2013,3,24,0,0,0,0,0,5,2,17,3,141.6,0,0.06
1100924,2014,24,29,0,0,1,1,1,4,3,10,2,490.89,1,0.21
1100924,2015,5,14,0,0,0,0,0,5,3,15,6,339.85,2,0.31
1100924,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1100924,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1100924,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1100924,2019,1,48,0,0,0,0,0,1,1,47,24.5,28.32,0,0.3
1100924,2020,10,23,0,0,2,1,3,2,0,5,1,934.58,7,0.22
1100924,2021,11,35,0,0,2,1.5,2,4,2,6,4,1113.94,10,1.78
1100924,2022,50,23,3,1,25,4,2,2,0,4,3.5,7042.39,36,1.38
1100940,2010,2,45,0,0,0,0,0,4,3,19,2,49.01,0,0.08
1100940,2011,5,22,0,0,0,0,0,3,1,16,2,133.67,1,0.09
1100940,2012,3,22,0,0,0,0,0,4,2,30,4,35.65,0,0.03
1100940,2013,1,5,0,0,0,0,0,3,2,35,5.5,17.82,0,0.01
1100940,2014,1,28,0,0,0,0,0,4,3,27,8.5,13.37,0,0.02
1100940,2015,4,27,0,0,0,0,0,4,4,17,7,53.47,0,0.55
1100940,2016,18,9,3,0,5,2,3,2,1,7,1,949.07,18,0.54
1100940,2017,2,1,0,0,0,0,0,3,2,33,2,44.56,0,0.17
1100940,2018,1,22,0,0,0,0,0,4,4,21,8,22.28,0,0.02
1100940,2019,1,10,0,0,0,0,0,2,2,41,25,8.91,0,0.02
1100940,2020,2,46,0,0,0,0,0,2,2,30,5.5,62.38,0,0.32
1100940,2021,12,29,1,0,4,1,5,2,0,3,1,761.93,17,0.66
1100940,2022,30,25,1,1,15,1,4,2,1,6,3,1519.4,21,0.2
1101005,2010,4,21,0,0,0,0,0,3,2,30,4,112.88,0,0.03
1101005,2011,2,44,0,0,0,0,0,4,4,19,11,41.05,0,0.05
1101005,2012,11,52,0,0,1,1,1,4,3,11,3,502.82,3,0.15
1101005,2013,4,1,0,0,0,0,0,3,2,29,6.5,164.19,0,0.17
1101005,2014,2,35,0,0,0,0,0,3,3,20,17,30.79,0,0.05
1101005,2015,4,21,0,0,0,0,0,2,2,26,17,143.66,0,0.05
1101005,2016,2,24,0,0,0,0,0,3,2,28,17,30.79,0,0.01
1101005,2017,1,9,0,0,0,0,0,3,3,33,7,41.05,0,0.02
1101005,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1101005,2019,2,27,0,0,0,0,0,4,3,25,6,92.36,0,0.03
1101005,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
1101005,2021,12,52,1,0,4,3,0,2,2,16,1.5,841.46,7,0.58
1101005,2022,13,7,1,1,6,3.5,1,2,1,34,2,800.41,7,0.27
1101104,2010,7,27,0,0,1,1,2,1,0,3,2,950.53,4,0.13
1101104,2011,3,3,0,0,0,0,0,3,2,10,1.5,271.58,0,0.25
1101104,2012,14,21,0,0,2,1.5,2,2,0,3,2,1154.22,10,0.22
1101104,2013,5,9,0,0,0,0,0,4,2,8,2,484.97,1,0.11
1101104,2014,6,9,0,0,1,1,1,1,1,39,2,290.98,3,0.22
1101104,2015,11,28,0,0,1,1,2,3,3,8,1.5,611.06,5,0.14
1101104,2016,4,20,0,0,0,0,0,4,3,14,2,164.89,0,0.18
1101104,2017,2,27,0,0,0,0,0,3,3,26,13,29.1,0,0.01
1101104,2018,1,20,0,0,0,0,0,4,2,19,12,38.8,0,0.17
1101104,2019,21,38,2,1,9,2.5,2,2,2,9,1.5,1648.88,15,0.67
1101104,2020,18,19,0,0,2,1,4,2,1,10,1,1251.21,9,0.5
1101104,2021,0,1,0,0,0,0,0,1,1,52,52,0,0,0.57
1101104,2022,22,22,2,0,5,4.5,0,3,3,13,12.5,1357.9,11,0.01
1101203,2010,1,12,0,0,0,0,0,4,3,20,12.5,27.9,0,0.01
1101203,2011,1,23,0,0,0,0,0,2,2,29,25.5,9.3,0,0.29
1101203,2012,22,19,0,0,2,1.5,2,2,2,16,2,1088.27,10,0.28
1101203,2013,2,11,0,0,0,0,0,5,3,18,4,83.71,0,0.04
1101203,2014,3,33,0,0,0,0,0,5,2,16,4.5,111.62,0,0.6
1101203,2015,30,6,1,1,8,1,2,2,1,23,2,1878.89,14,0.57
1101203,2016,4,9,0,0,0,0,0,6,2,15,4,158.12,0,0.03
1101203,2017,1,3,0,0,0,0,0,1,1,45,2,27.9,0,0.02
1101203,2018,1,25,0,0,0,0,0,2,2,27,25.5,9.3,0,0
1101203,2019,2,45,0,0,0,0,0,3,3,33,7,46.51,0,0.01
1101203,2020,3,39,0,0,0,0,0,4,2,27,4,102.32,0,0.2
1101203,2021,14,16,0,0,2,2,0,2,2,20,1,716.21,6,0.18
1101203,2022,3,22,0,0,0,0,0,3,2,16,3,269.74,0,0.02
1101302,2010,25,5,1,0,4,2.5,1,4,1,24,3,938.16,5,0.32
1101302,2011,1,3,0,0,0,0,0,2,2,27,2,57.11,0,0.45
1101302,2012,21,24,1,1,9,1.5,2,3,2,12,1,1631.59,15,0.42
1101302,2013,4,11,0,0,0,0,0,3,2,30,3,163.16,0,0.18
1101302,2014,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
1101302,2015,4,27,0,0,0,0,0,4,4,16,12,97.9,0,0.02
1101302,2016,2,31,0,0,0,0,0,3,2,30,17,32.63,0,0.02
1101302,2017,1,5,0,0,0,0,0,3,2,36,5.5,32.63,0,0.02
1101302,2018,1,37,0,0,0,0,0,2,2,36,25.5,8.16,0,0.02
1101302,2019,3,17,0,0,0,0,0,2,2,33,16,32.63,0,0.02
1101302,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1101302,2021,10,43,0,0,2,2,1,1,1,24,12.5,766.85,8,0.59
1101302,2022,15,20,1,1,9,9,0,3,1,13,2,987.11,11,0.22
1101401,2010,45,8,2,2,9,6,1,1,1,19,1,2106.76,17,1.72
1101401,2011,2,16,0,0,0,0,0,4,3,20,4,49.43,0,0.23
1101401,2012,17,22,1,0,3,3,0,3,3,7,1,444.83,4,0.18
1101401,2013,6,29,0,0,1,1,1,4,3,17,8,142.1,1,0.11
1101401,2014,6,20,0,0,1,1,1,5,2,6,2.5,296.55,3,0.24
1101401,2015,7,22,0,0,1,1,2,2,2,10,1,494.25,6,0.69
1101401,2016,29,14,1,1,8,1,3,5,0,5,3,1235.64,13,0.84
1101401,2017,8,22,0,0,1,1,2,6,0,5,2.5,302.73,2,0.13
1101401,2018,3,22,0,0,0,0,0,4,2,11,2,185.35,0,0.17
1101401,2019,8,24,0,0,2,2,0,5,2,10,4,339.8,5,0.15
1101401,2020,9,37,0,0,2,1.5,1,3,1,6,1.5,420.12,3,2.48
1101401,2021,73,8,2,1,9,2.5,2,2,2,14,5,2712.22,16,2.21
1101401,2022,25,27,1,1,9,2,2,2,2,8,1,1247.99,17,0.33
1101435,2010,14,11,0,0,2,1,4,3,1,20,2,1094.09,8,0.28
1101435,2011,3,10,0,0,0,0,0,7,2,11,4,205.95,0,0.14
1101435,2012,9,19,0,0,1,1,3,3,2,26,2.5,437.64,3,0.13
1101435,2013,9,9,0,0,1,1,1,3,1,31,1,476.25,3,0.18
1101435,2014,3,27,0,0,0,0,0,3,3,25,17,115.85,0,0.04
1101435,2015,3,27,0,0,0,0,0,3,2,16,2,205.95,0,0.07
1101435,2016,4,16,0,0,0,0,0,5,3,15,5,283.18,0,0.05
1101435,2017,1,4,0,0,0,0,0,4,3,15,3,90.1,0,0.05
1101435,2018,1,18,0,0,0,0,0,2,2,34,25.5,12.87,0,0.02
1101435,2019,1,23,0,0,0,0,0,3,2,23,22,25.74,0,0
1101435,2020,1,42,0,0,0,0,0,2,2,41,25.5,12.87,0,0.02
1101435,2021,3,31,0,0,0,0,0,4,3,11,3.5,257.43,0,0.11
1101435,2022,6,24,0,0,1,1,1,2,2,27,24.5,115.85,1,0.08
1101450,2010,5,12,0,0,0,0,0,5,2,26,4.5,203.25,1,0.03
1101450,2011,6,25,0,0,1,1,1,2,2,24,2,457.32,1,0.1
1101450,2012,10,23,0,0,1,1,3,3,2,19,5,948.51,5,0.12
1101450,2013,3,22,0,0,0,0,0,5,4,14,8.5,135.5,0,0.02
1101450,2014,5,34,0,0,0,0,0,3,1,21,1,796.07,2,0.45
1101450,2015,21,4,2,1,6,2,2,3,1,18,4,2269.65,11,0.39
1101450,2016,4,9,0,0,0,0,0,4,3,15,4.5,491.19,0,0.08
1101450,2017,1,25,0,0,0,0,0,5,2,24,5,67.75,0,0.01
1101450,2018,1,24,0,0,0,0,0,2,2,28,25.5,16.94,0,0.11
1101450,2019,13,19,0,0,1,1,2,4,1,16,2.5,1016.26,3,0.25
1101450,2020,22,19,1,1,7,1,2,3,2,12,2,2337.4,11,0.32
1101450,2021,2,3,0,0,0,0,0,5,4,11,6,254.07,0,0.08
1101450,2022,10,27,1,0,4,2.5,1,4,1,6,1,1473.58,6,0.1
1101468,2010,1,20,0,0,0,0,0,2,2,27,19,165.98,0,0.01
1101468,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.12
1101468,2012,13,18,1,0,5,3,1,2,2,18,8,3609.96,8,0.12
1101468,2013,3,7,0,0,0,0,0,2,1,45,4,165.98,0,0.03
1101468,2014,2,5,0,0,0,0,0,2,1,47,25.5,82.99,0,0.08
1101468,2015,12,25,1,0,3,1,2,2,2,21,1,2199.17,6,0.08
1101468,2016,2,24,0,0,0,0,0,4,4,21,6,290.46,0,0.04
1101468,2017,9,30,0,0,1,1,1,2,0,3,2,2614.11,2,0.05
1101468,2018,13,27,0,0,1,1,1,2,2,25,18,871.37,1,0.04
1101468,2019,5,16,0,0,0,0,0,3,3,30,7,912.86,1,0.06
1101468,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1101468,2021,1,5,0,0,0,0,0,2,1,47,25.5,41.49,0,0.09
1101468,2022,12,22,1,0,4,4,0,2,2,24,7.5,2448.13,5,0.01
1101476,2010,3,8,0,0,0,0,0,2,1,24,2,674.29,0,0.1
1101476,2011,1,11,0,0,0,0,0,4,3,22,9,117.27,0,0.15
1101476,2012,7,16,0,0,1,1,1,4,3,14,5.5,1172.68,2,0.14
1101476,2013,2,8,0,0,0,0,0,5,2,10,2,615.66,0,0.06
1101476,2014,6,27,0,0,1,1,1,4,1,22,4,586.34,1,0.1
1101476,2015,4,19,0,0,0,0,0,4,3,13,4,996.78,0,0.12
1101476,2016,2,16,0,0,0,0,0,2,2,34,24.5,117.27,0,0.07
1101476,2017,2,32,0,0,0,0,0,3,3,31,7,146.58,0,0.03
1101476,2018,1,25,0,0,0,0,0,3,2,24,21,87.95,0,0.07
1101476,2019,4,23,0,0,0,0,0,4,4,17,7.5,498.39,0,0.81
1101476,2020,27,9,1,1,7,4,1,3,2,9,2.5,4720.02,9,0.76
1101476,2021,6,18,0,0,1,1,1,5,3,9,4,732.92,1,0.06
1101476,2022,8,25,0,0,1,1,3,3,3,13,1,1495.16,3,0.13
1101484,2010,9,10,0,0,1,1,2,5,2,19,3,500.5,3,0.1
1101484,2011,13,40,0,0,1,1,4,3,1,17,2,1384.72,5,1.32
1101484,2012,40,14,0,0,2,2,3,2,1,10,2,3486.82,12,0.99
1101484,2013,7,29,0,0,1,1,2,3,0,5,1,1551.55,6,0.26
1101484,2014,3,23,0,0,0,0,0,5,2,10,2,383.72,0,0.28
1101484,2015,8,20,0,0,1,1,4,3,2,8,1.5,1418.08,6,0.26
1101484,2016,6,31,0,0,1,1,1,2,1,19,1,600.6,2,0.12
1101484,2017,2,31,0,0,0,0,0,5,4,11,7.5,183.52,0,0.07
1101484,2018,2,16,0,0,0,0,0,4,3,15,14,100.1,0,0.03
1101484,2019,3,30,0,0,0,0,0,5,2,15,3.5,367.03,0,0.11
1101484,2020,2,18,0,0,0,0,0,2,2,33,24.5,83.42,0,0.13
1101484,2021,12,37,1,1,6,1,3,1,1,25,1,1751.75,11,1.1
1101484,2022,9,20,1,0,3,1,4,3,2,10,5.5,1968.64,12,0.54
1101492,2010,28,17,1,1,6,1,4,2,1,10,2,1056.16,17,0.67
1101492,2011,9,15,0,0,1,1,3,4,0,5,2,411.29,6,1.42
1101492,2012,60,19,1,1,18,1.5,2,1,1,7,1,2076.77,24,1.39
1101492,2013,12,7,0,0,2,1,3,1,0,3,2,533.16,7,0.7
1101492,2014,25,29,3,0,5,3,0,1,0,5,1,1162.79,15,2.6
1101492,2015,82,17,3,2,12,5,1,2,1,9,4,3391.9,30,2.64
1101492,2016,8,23,0,0,1,1,1,3,2,8,1.5,253.88,3,1.15
1101492,2017,2,35,0,0,0,0,0,4,2,18,4.5,30.47,0,0.03
1101492,2018,2,25,0,0,0,0,0,7,3,11,4,66.01,0,0.31
1101492,2019,9,20,1,0,4,1,3,7,0,5,3,462.07,8,0.16
1101492,2020,11,28,0,0,2,1,2,4,4,9,6.5,319.89,5,0.08
1101492,2021,43,32,2,1,8,3,1,2,1,9,7,1589.32,19,3.16
1101492,2022,55,25,1,1,16,8.5,1,4,1,12,4.5,1949.83,17,1.45
1101500,2010,8,17,0,0,1,1,3,4,2,16,5,379.36,6,0.13
1101500,2011,14,24,1,0,3,3,0,2,2,22,21,418.87,6,0.87
1101500,2012,88,21,1,1,8,8,0,2,2,22,19,2505.33,8,0.83
1101500,2013,11,22,0,0,2,1,2,3,2,18,3,513.71,8,0.11
1101500,2014,7,21,0,0,1,1,1,3,2,20,3,276.61,2,0.31
1101500,2015,15,18,2,0,5,4,0,3,1,26,3,885.17,8,0.38
1101500,2016,1,14,0,0,0,0,0,3,2,26,4,47.42,0,0.13
1101500,2017,23,17,0,0,1,1,2,3,2,35,10,339.84,2,0.14
1101500,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1101500,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
1101500,2020,18,32,1,1,6,3.5,1,2,2,19,10,774.52,9,1.65
1101500,2021,54,17,1,1,16,8.5,1,4,1,6,2,4417.92,17,1.26
1101500,2022,16,18,1,0,3,1,2,2,1,22,2,750.81,7,0.29
1101559,2010,11,9,0,0,2,2,0,3,1,35,4.5,547.56,2,0.07
1101559,2011,1,51,0,0,0,0,0,1,1,50,25.5,20.28,0,0.14
1101559,2012,8,21,0,0,1,1,3,2,1,28,1.5,993.71,4,0.14
1101559,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
1101559,2014,2,20,0,0,0,0,0,4,4,18,7,243.36,0,0.02
1101559,2015,5,22,0,0,0,0,0,4,2,20,3,283.92,1,0.03
1101559,2016,1,7,0,0,0,0,0,4,4,16,13.5,60.84,0,0.01
1101559,2017,2,28,0,0,0,0,0,3,2,23,21,81.12,0,0.01
1101559,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1101559,2019,1,7,0,0,0,0,0,3,3,36,8,40.56,0,0.02
1101559,2020,2,24,0,0,0,0,0,3,3,18,1.5,304.2,0,0.14
1101559,2021,12,30,0,0,2,1,4,3,1,10,1.5,1987.43,9,0.19
1101559,2022,15,10,0,0,2,2,0,3,1,8,1,1297.91,3,0.08
1101609,2010,2,6,0,0,0,0,0,3,2,31,14,26.43,0,0.01
1101609,2011,1,23,0,0,0,0,0,2,2,29,25.5,8.81,0,0.03
1101609,2012,3,16,0,0,0,0,0,6,3,11,4.5,123.35,0,0.02
1101609,2013,2,17,0,0,0,0,0,4,4,16,13,52.86,0,0.01
1101609,2014,1,1,0,0,0,0,0,2,2,40,8,26.43,0,0.02
1101609,2015,3,30,0,0,0,0,0,4,2,19,4,123.35,0,0.04
1101609,2016,7,11,0,0,1,1,1,4,4,17,8,105.73,1,0.04
1101609,2017,4,18,0,0,0,0,0,3,3,16,13,105.73,0,0.03
1101609,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
1101609,2019,3,24,0,0,0,0,0,4,3,16,3,202.64,0,0.06
1101609,2020,3,11,0,0,0,0,0,5,2,28,3.5,79.3,0,0.05
1101609,2021,2,31,0,0,0,0,0,4,2,13,2,105.73,0,0.22
1101609,2022,14,17,1,0,3,1,2,4,1,15,3,757.71,5,0.01
1101708,2010,27,26,2,1,7,5.5,0,2,2,23,6,1236.08,11,0.33
1101708,2011,6,21,0,0,1,1,1,4,3,20,6,129.71,1,0.28
1101708,2012,33,17,1,0,5,5,0,2,2,26,4,869.83,5,0.31
1101708,2013,1,51,0,0,0,0,0,1,1,50,25.5,7.63,0,0.47
1101708,2014,21,8,2,1,6,1,4,2,1,16,1,1457.35,16,0.41
1101708,2015,5,28,0,0,0,0,0,5,2,8,5,259.42,1,0.04
1101708,2016,2,20,0,0,0,0,0,6,4,10,5.5,106.82,0,0.05
1101708,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1101708,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
1101708,2019,1,19,0,0,0,0,0,2,2,33,25.5,7.63,0,0.01
1101708,2020,7,28,0,0,1,1,1,4,3,20,13,76.3,1,0.13
1101708,2021,7,25,0,0,1,1,2,4,3,12,4.5,434.92,3,0.05
1101708,2022,5,29,0,0,0,0,0,4,2,13,2.5,251.79,1,0.02
1101757,2010,2,22,0,0,0,0,0,2,2,27,21,26.91,0,0.01
1101757,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.11
1101757,2012,12,19,0,0,2,2,0,3,2,22,5,349.81,3,0.11
1101757,2013,7,4,0,0,1,1,1,3,1,33,3.5,233.2,2,0.08
1101757,2014,1,15,0,0,0,0,0,2,2,37,25.5,8.97,0,0.17
1101757,2015,11,16,1,0,3,1,3,2,1,6,1,986.64,9,0.2
1101757,2016,8,10,0,0,2,1,2,4,1,20,2,618.89,9,0.29
1101757,2017,3,6,0,0,0,0,0,4,2,19,5,62.79,0,0.01
1101757,2018,1,6,0,0,0,0,0,4,3,17,8,53.82,0,0.06
1101757,2019,4,22,0,0,0,0,0,3,2,14,2,358.78,0,0.06
1101757,2020,1,26,0,0,0,0,0,3,2,25,11.5,26.91,0,0.05
1101757,2021,5,42,0,0,0,0,0,3,2,22,3,206.3,1,0.21
1101757,2022,12,28,1,0,5,2,1,3,1,9,2,887.97,8,0.11
1101807,2010,1,51,0,0,0,0,0,1,1,50,50,24.85,0,0.01
1101807,2011,2,24,0,0,0,0,0,2,2,28,25.5,24.85,0,0.01
1101807,2012,1,15,0,0,0,0,0,4,3,16,14,49.71,0,0.01
1101807,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
1101807,2014,2,25,0,0,0,0,0,2,2,24,24,49.71,0,0.29
1101807,2015,15,21,1,0,4,3,0,2,2,18,8,1230.27,6,0.16
1101807,2016,10,19,0,0,2,1,2,3,1,16,1.5,981.73,7,0.15
1101807,2017,3,23,0,0,0,0,0,5,2,12,2.5,248.54,0,0.11
1101807,2018,3,26,0,0,0,0,0,4,4,15,11,74.56,0,0.04
1101807,2019,4,41,0,0,0,0,0,3,1,19,2,223.69,0,0.05
1101807,2020,2,39,0,0,0,0,0,3,3,18,13.5,74.56,0,0.05
1101807,2021,11,33,1,0,4,1,3,2,1,17,4,1801.91,14,0.67
1101807,2022,12,18,1,0,3,1,2,4,2,10,4,956.88,7,0.46
1200013,2010,35,9,2,2,11,9,1,2,1,17,2,3076.71,21,1.66
1200013,2011,14,21,0,0,2,1.5,1,3,1,21,2.5,445.5,3,1.62
1200013,2012,52,22,1,1,20,1,2,2,1,6,1.5,4093,22,1.74
1200013,2013,5,16,0,0,0,0,0,3,1,30,2,180.98,1,0.7
1200013,2014,1,17,0,0,0,0,0,3,3,20,16,13.92,0,0.24
1200013,2015,10,24,0,0,2,1.5,1,2,2,26,4,382.85,4,0.05
1200013,2016,11,20,1,0,3,2,1,2,1,6,1.5,800.5,10,0.78
1200013,2017,18,15,1,0,5,1.5,4,4,0,3,2,1246,16,0.64
1200013,2018,6,9,0,0,1,1,1,3,3,17,1,292.36,4,0.24
1200013,2019,8,16,0,0,1,1,1,5,0,5,2,341.08,2,0.98
1200013,2020,43,19,2,1,14,9,0,1,1,6,1,2352.78,19,1.08
1200013,2021,2,18,0,0,0,0,0,4,4,18,11,48.73,0,0.32
1200013,2022,17,22,1,0,5,2,1,3,2,16,2,710.01,9,0.08
1200054,2010,13,9,1,0,3,1,5,2,1,11,3,2376.18,15,0.3
1200054,2011,9,7,0,0,1,1,2,3,2,8,1.5,944.75,2,0.67
1200054,2012,22,16,2,0,5,3,1,4,1,7,3,2719.73,14,0.79
1200054,2013,4,21,0,0,0,0,0,4,3,10,2,415.12,0,0.1
1200054,2014,4,26,0,0,0,0,0,5,5,12,7.5,186.09,0,2.62
1200054,2015,133,18,1,1,8,8,0,2,2,28,21,7328.94,9,2.63
1200054,2016,2,29,0,0,0,0,0,3,3,21,3.5,128.83,0,0.08
1200054,2017,4,21,0,0,0,0,0,4,1,27,4.5,229.03,0,0.33
1200054,2018,18,21,1,0,4,2,0,4,2,14,2,2004.01,13,2.09
1200054,2019,46,23,2,2,16,8,1,1,1,19,1.5,6656.17,25,0.61
