region;uf_code;uf_acr;uf_name;muni_code;muni_name;xp;tp;dc3;dcmax;dci;ds3;dsmax;st;inc;dengue_pattern
3;31;MG;Minas Gerais;3162203;São João Batista do Glória;54,0;24,3;0,7;9,0;0,3;2,7;20,3;1,2;3839,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162252;São João da Lagoa;6,0;22,0;0,7;1,7;0,3;2,3;18,7;0,2;1112,9;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162302;São João da Mata;1,3;11,3;0,0;0,0;0,0;1,3;43,3;0,0;106,7;Episódico
3;31;MG;Minas Gerais;3162401;São João da Ponte;29,3;21,0;0,3;6,3;1,0;2,7;11,7;1,2;893,4;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162450;São João das Missões;9,0;26,0;0,3;2,0;0,3;2,7;27,0;0,2;254,0;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162500;São João del Rei;97,7;31,3;1,3;20,7;2,7;0,3;1,7;4,1;1218,7;Epidêmico
3;31;MG;Minas Gerais;3162559;São João do Manhuaçu;7,7;9,3;0,7;2,0;0,0;1,0;41,0;0,2;466,3;Episódico
3;31;MG;Minas Gerais;3162575;São João do Manteninha;12,7;24,0;0,7;3,0;0,3;3,0;19,0;0,3;1910,1;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162609;São João do Oriente;44,7;16,0;0,7;2,3;0,0;2,7;30,0;0,6;2455,6;Episódico
3;31;MG;Minas Gerais;3162658;São João do Pacuí;4,3;17,3;0,0;0,7;0,7;4,0;18,0;0,1;583,9;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162708;São João do Paraíso;9,0;21,3;0,3;3,3;0,3;2,3;30,3;0,2;255,7;Episódico
3;31;MG;Minas Gerais;3162807;São João Evangelista;6,7;20,0;0,3;3,0;1,0;1,7;33,0;0,1;315,0;Episódico
3;31;MG;Minas Gerais;3162906;São João Nepomuceno;95,7;31,7;0,3;8,7;1,3;3,3;8,3;4,9;3027,1;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162922;São Joaquim de Bicas;25,0;28,3;0,7;4,7;1,3;2,0;17,7;0,8;791,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162948;São José da Barra;39,7;25,0;0,7;7,0;0,3;2,3;14,7;1,2;4086,4;Episódico/Epidêmico
3;31;MG;Minas Gerais;3162955;São José da Lapa;36,3;15,7;0,3;8,3;1,7;2,0;4,0;0,9;1370,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3163003;São José da Safira;8,0;19,0;0,3;3,0;0,0;2,7;21,7;0,2;1270,4;Episódico/Epidêmico
3;31;MG;Minas Gerais;3163102;São José da Varginha;3,7;25,7;0,0;0,3;0,3;3,0;22,3;0,0;275,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3163201;São José do Alegre;1,3;22,7;0,0;0,0;0,0;3,0;25,3;0,0;71,0;Episódico/Epidêmico
3;31;MG;Minas Gerais;3163300;São José do Divino;0,7;15,7;0,0;0,0;0,0;1,7;47,3;0,0;42,2;Episódico
3;31;MG;Minas Gerais;3163409;São José do Goiabal;13,0;16,7;0,3;2,3;0,0;3,7;17,0;0,2;1301,9;Episódico/Epidêmico
3;31;MG;Minas Gerais;3163508;São José do Jacuri;2,3;15,3;0,0;0,3;0,3;1,7;42,3;0,0;50,1;Episódico
3;31;MG;Minas Gerais;3163607;São José do Mantimento;6,0;18,7;0,3;1,3;0,0;2,3;32,7;0,1;777,4;Episódico
3;31;MG;Minas Gerais;3163706;São Lourenço;6,0;27,7;0,0;0,7;1,3;5,0;13,0;0,4;95,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3163805;São Miguel do Anta;4,0;21,0;0,3;1,0;0,0;1,7;36,0;0,0;170,3;Episódico
3;31;MG;Minas Gerais;3163904;São Pedro da União;2,7;14,3;0,0;0,0;0,0;2,7;33,0;0,1;319,0;Episódico
3;31;MG;Minas Gerais;3164001;São Pedro dos Ferros;4,0;11,3;0,7;1,7;0,7;2,0;39,0;0,1;493,0;Episódico
3;31;MG;Minas Gerais;3164100;São Pedro do Suaçuí;4,7;29,0;0,0;0,3;0,3;3,0;22,3;0,0;285,2;Episódico/Epidêmico
3;31;MG;Minas Gerais;3164209;São Romão;17,0;17,0;0,3;2,7;0,3;2,0;32,3;0,4;787,6;Episódico
3;31;MG;Minas Gerais;3164308;São Roque de Minas;14,7;27,7;0,3;3,3;1,3;2,7;20,7;0,5;1518,1;Episódico/Epidêmico
3;31;MG;Minas Gerais;3164407;São Sebastião da Bela Vista;2,3;24,0;0,0;0,0;0,0;2,7;33,7;0,0;67,4;Episódico
3;31;MG;Minas Gerais;3164431;São Sebastião da Vargem Alegre;5,3;9,7;0,3;1,7;0,3;1,3;41,0;0,1;1031,3;Episódico
3;31;MG;Minas Gerais;3164472;São Sebastião do Anta;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;31;MG;Minas Gerais;3164506;São Sebastião do Maranhão;9,3;9,3;0,7;2,3;0,0;2,0;36,7;0,3;704,0;Episódico
3;31;MG;Minas Gerais;3164605;São Sebastião do Oeste;12,3;23,3;0,7;2,7;0,3;4,0;15,0;0,4;1315,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3164704;São Sebastião do Paraíso;326,3;25,3;2,0;21,3;0,3;0,0;1,3;18,2;4685,8;Epidêmico
3;31;MG;Minas Gerais;3164803;São Sebastião do Rio Preto;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;31;MG;Minas Gerais;3164902;São Sebastião do Rio Verde;0,3;6,7;0,0;0,0;0,0;1,3;46,0;0,0;14,8;Episódico
3;31;MG;Minas Gerais;3165008;São Tiago;7,3;27,0;0,3;2,7;0,3;3,3;19,0;0,1;433,5;Episódico/Epidêmico
3;31;MG;Minas Gerais;3165107;São Tomás de Aquino;42,3;22,0;0,7;10,0;0,7;1,7;12,7;0,9;4855,5;Epidêmico
3;31;MG;Minas Gerais;3165206;São Tomé das Letras;12,3;19,0;0,3;2,7;0,7;2,0;30,3;0,2;825,6;Episódico
3;31;MG;Minas Gerais;3165305;São Vicente de Minas;1,3;11,7;0,0;0,0;0,0;3,0;33,3;0,0;56,5;Episódico
3;31;MG;Minas Gerais;3165404;Sapucaí-Mirim;0,3;10,7;0,0;0,0;0,0;1,3;44,3;0,0;4,9;Episódico
3;31;MG;Minas Gerais;3165503;Sardoá;9,0;22,0;0,3;1,7;0,0;1,7;36,3;0,0;392,6;Episódico
3;31;MG;Minas Gerais;3165537;Sarzedo;17,7;23,0;1,0;6,7;1,3;2,0;4,3;0,6;516,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3165552;Setubinha;5,0;31,7;0,7;1,3;0,7;2,7;22,3;0,1;375,9;Episódico/Epidêmico
3;31;MG;Minas Gerais;3165560;Sem-Peixe;5,0;16,7;0,0;0,7;0,0;2,0;35,7;0,0;612,4;Episódico
3;31;MG;Minas Gerais;3165578;Senador Amaral;0,3;10,0;0,0;0,0;0,0;1,3;43,7;0,0;6,1;Episódico
3;31;MG;Minas Gerais;3165602;Senador Cortes;3,7;21,0;0,0;0,3;0,3;4,0;21,7;0,0;732,1;Episódico/Epidêmico
3;31;MG;Minas Gerais;3165701;Senador Firmino;4,0;24,0;0,0;0,7;0,0;2,0;34,3;0,0;218,2;Episódico
3;31;MG;Minas Gerais;3165800;Senador José Bento;0,3;9,3;0,0;0,0;0,0;1,3;43,3;0,0;19,9;Episódico
3;31;MG;Minas Gerais;3165909;Senador Modestino Gonçalves;4,7;24,3;0,3;1,7;0,3;3,0;20,0;0,1;657,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3166006;Senhora de Oliveira;1,0;22,0;0,0;0,0;0,0;2,0;38,7;0,0;28,3;Episódico
3;31;MG;Minas Gerais;3166105;Senhora do Porto;0,3;12,7;0,0;0,0;0,0;1,3;46,3;0,0;9,3;Episódico
3;31;MG;Minas Gerais;3166204;Senhora dos Remédios;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;31;MG;Minas Gerais;3166303;Sericita;1,7;15,0;0,0;0,0;0,0;1,7;35,3;0,0;103,1;Episódico
3;31;MG;Minas Gerais;3166402;Seritinga;0,3;2,7;0,0;0,0;0,0;1,7;42,3;0,0;35,6;Episódico
3;31;MG;Minas Gerais;3166501;Serra Azul de Minas;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;31;MG;Minas Gerais;3166600;Serra da Saudade;2,0;27,0;0,0;0,0;0,0;2,7;26,0;0,0;533,7;Episódico/Epidêmico
3;31;MG;Minas Gerais;3166709;Serra dos Aimorés;4,7;28,0;0,0;0,7;0,0;4,7;13,0;0,1;298,9;Episódico/Epidêmico
3;31;MG;Minas Gerais;3166808;Serra do Salitre;27,7;23,3;0,3;6,7;3,0;4,7;6,0;0,7;2204,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3166907;Serrania;5,0;29,7;0,0;0,3;0,3;3,7;22,3;0,1;204,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3166956;Serranópolis de Minas;6,3;26,3;0,3;2,0;0,0;3,3;23,3;0,1;803,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3167004;Serranos;0,3;9,3;0,0;0,0;0,0;1,3;43,3;0,0;16,5;Episódico
3;31;MG;Minas Gerais;3167103;Serro;9,7;27,3;0,3;3,3;0,0;3,0;11,0;0,5;368,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3167202;Sete Lagoas;340,0;21,7;3,3;23,0;1,0;0,0;0,7;15,6;1091,3;Epidêmico
3;31;MG;Minas Gerais;3167301;Silveirânia;20,0;18,0;0,3;3,3;0,0;2,0;32,3;0,2;3970,3;Episódico
3;31;MG;Minas Gerais;3167400;Silvianópolis;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;31;MG;Minas Gerais;3167509;Simão Pereira;1,7;25,3;0,0;0,0;0,0;1,7;41,0;0,0;88,0;Episódico
3;31;MG;Minas Gerais;3167608;Simonésia;15,7;28,7;0,3;5,0;0,3;2,3;26,0;0,2;585,7;Episódico/Epidêmico
3;31;MG;Minas Gerais;3167707;Sobrália;9,3;24,3;0,3;2,7;0,3;4,0;14,0;0,2;995,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3167806;Soledade de Minas;0,3;3,7;0,0;0,0;0,0;1,3;49,0;0,0;5,4;Episódico
3;31;MG;Minas Gerais;3167905;Tabuleiro;8,7;19,0;0,3;3,0;1,0;3,3;18,3;0,2;1337,4;Episódico/Epidêmico
3;31;MG;Minas Gerais;3168002;Taiobeiras;12,0;20,3;0,3;2,3;2,7;2,3;9,0;0,2;297,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3168051;Taparuba;11,3;20,3;0,3;2,7;0,3;3,3;28,0;0,2;1741,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3168101;Tapira;13,7;20,7;0,7;2,3;0,7;1,7;31,7;0,1;1111,1;Episódico
3;31;MG;Minas Gerais;3168200;Tapiraí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;31;MG;Minas Gerais;3168309;Taquaraçu de Minas;7,7;23,3;0,3;1,7;0,0;2,7;27,7;0,1;1022,5;Episódico/Epidêmico
3;31;MG;Minas Gerais;3168408;Tarumirim;7,3;9,0;0,3;1,7;0,3;1,3;42,0;0,2;204,5;Episódico
3;31;MG;Minas Gerais;3168507;Teixeiras;27,0;18,3;0,3;3,3;0,3;3,0;29,3;0,3;1371,5;Episódico
3;31;MG;Minas Gerais;3168606;Teófilo Otoni;180,3;23,3;0,7;23,3;2,0;0,7;4,0;18,6;1359,8;Epidêmico
3;31;MG;Minas Gerais;3168705;Timóteo;96,0;23,7;3,7;27,7;1,0;0,3;1,7;7,8;1614,0;Epidêmico
3;31;MG;Minas Gerais;3168804;Tiradentes;7,3;21,0;0,7;2,3;0,0;2,0;32,0;0,1;653,3;Episódico
3;31;MG;Minas Gerais;3168903;Tiros;11,0;22,7;0,7;4,3;0,0;3,0;21,7;0,2;1368,7;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169000;Tocantins;15,3;16,7;0,7;6,3;1,0;2,0;8,0;0,6;908,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169059;Tocos do Moji;0,7;30,3;0,0;0,0;0,0;1,3;46,7;0,0;16,1;Episódico
3;31;MG;Minas Gerais;3169109;Toledo;0,7;7,7;0,0;0,0;0,0;1,7;43,0;0,0;48,1;Episódico
3;31;MG;Minas Gerais;3169208;Tombos;13,7;22,0;0,3;3,7;1,0;2,0;27,7;0,2;1090,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169307;Três Corações;37,0;29,3;0,3;7,0;1,0;3,7;13,0;0,7;345,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169356;Três Marias;59,0;20,3;1,0;10,0;1,0;2,3;10,3;3,3;1900,9;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169406;Três Pontas;44,7;25,7;0,3;6,0;1,0;2,0;5,0;1,4;599,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169505;Tumiritinga;4,3;26,3;0,0;0,3;0,3;3,0;21,7;0,1;385,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3169604;Tupaciguara;54,0;36,0;0,7;6,3;2,3;2,0;9,7;2,9;1463,2;Epidêmico
3;31;MG;Minas Gerais;3169703;Turmalina;18,7;28,7;1,7;7,3;1,7;1,0;3,0;0,4;1091,3;Epidêmico
3;31;MG;Minas Gerais;3169802;Turvolândia;0,3;11,3;0,0;0,0;0,0;1,3;45,0;0,0;13,3;Episódico
3;31;MG;Minas Gerais;3169901;Ubá;62,3;23,7;2,7;11,7;2,7;0,3;2,3;4,3;596,9;Epidêmico
3;31;MG;Minas Gerais;3170008;Ubaí;7,0;23,7;1,3;1,7;0,0;2,0;19,7;0,1;542,7;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170057;Ubaporanga;8,3;25,7;0,3;4,0;0,0;5,0;12,0;0,2;554,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170107;Uberaba;1116,3;25,3;1,7;43,3;0,0;0,0;1,0;87,4;4562,1;Transmissão Persistente
3;31;MG;Minas Gerais;3170206;Uberlândia;1070,7;18,7;1,7;43,3;0,0;0,0;1,0;81,1;2440,8;Transmissão Persistente
3;31;MG;Minas Gerais;3170305;Umburatiba;1,0;10,3;0,0;0,0;0,0;2,3;39,0;0,0;172,3;Episódico
3;31;MG;Minas Gerais;3170404;Unaí;369,7;26,0;1,7;43,3;0,3;0,0;0,7;20,7;8407,2;Epidêmico
3;31;MG;Minas Gerais;3170438;União de Minas;13,3;27,0;1,0;6,0;0,7;2,7;8,0;0,5;3039,8;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170479;Uruana de Minas;11,7;26,0;0,7;5,0;0,3;2,3;15,7;0,2;2566,4;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170503;Urucânia;8,7;30,0;0,3;4,7;0,0;2,3;34,7;0,2;620,1;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170529;Urucuia;18,3;25,0;0,7;5,0;1,7;2,7;14,7;0,6;911,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170578;Vargem Alegre;18,0;18,3;0,3;5,3;0,3;2,3;24,0;0,6;2040,6;Episódico
3;31;MG;Minas Gerais;3170602;Vargem Bonita;11,3;30,0;0,3;2,7;0,0;3,0;25,0;0,3;2731,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170651;Vargem Grande do Rio Pardo;1,7;16,3;0,0;0,0;0,0;2,0;34,7;0,0;132,5;Episódico
3;31;MG;Minas Gerais;3170701;Varginha;286,3;28,0;3,3;26,7;1,7;0,3;1,3;17,5;2212,7;Epidêmico
3;31;MG;Minas Gerais;3170750;Varjão de Minas;7,0;23,0;0,3;3,3;0,7;2,3;19,7;0,3;854,1;Episódico/Epidêmico
3;31;MG;Minas Gerais;3170800;Várzea da Palma;108,0;25,3;0,7;13,0;0,3;1,0;8,3;3,9;1821,4;Epidêmico
3;31;MG;Minas Gerais;3170909;Varzelândia;14,3;20,0;0,3;4,7;0,7;3,0;13,3;0,4;554,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3171006;Vazante;63,7;26,0;0,7;8,3;1,0;4,3;6,7;2,5;2484,3;Episódico/Epidêmico
3;31;MG;Minas Gerais;3171030;Verdelândia;8,0;8,0;0,0;1,3;0,3;2,3;34,3;0,1;310,9;Episódico
3;31;MG;Minas Gerais;3171071;Veredinha;2,0;20,0;0,0;0,0;0,0;2,3;36,0;0,0;86,2;Episódico
3;31;MG;Minas Gerais;3171105;Veríssimo;8,0;30,3;0,0;1,0;0,7;2,7;15,3;0,1;1150,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3171154;Vermelho Novo;12,7;9,3;0,3;2,0;0,3;1,3;42,0;0,1;1005,8;Episódico
3;31;MG;Minas Gerais;3171204;Vespasiano;89,3;27,3;1,0;11,3;2,3;1,0;3,3;5,8;779,9;Epidêmico
3;31;MG;Minas Gerais;3171303;Viçosa;34,3;31,7;0,7;6,0;2,0;2,3;12,0;1,3;375,5;Episódico/Epidêmico
3;31;MG;Minas Gerais;3171402;Vieiras;6,7;20,0;0,0;0,7;0,3;1,7;36,7;0,1;748,5;Episódico
3;31;MG;Minas Gerais;3171501;Mathias Lobato;6,0;11,3;0,0;0,7;0,7;2,3;37,0;0,0;418,9;Episódico
3;31;MG;Minas Gerais;3171600;Virgem da Lapa;8,0;22,0;0,7;3,0;1,3;2,0;6,7;0,3;809,4;Episódico/Epidêmico
3;31;MG;Minas Gerais;3171709;Virgínia;1,7;8,7;0,0;0,0;0,0;2,0;40,7;0,0;37,6;Episódico
3;31;MG;Minas Gerais;3171808;Virginópolis;2,0;23,7;0,0;0,0;0,0;3,7;23,0;0,0;89,6;Episódico/Epidêmico
3;31;MG;Minas Gerais;3171907;Virgolândia;7,7;13,7;0,3;1,0;0,0;2,0;33,7;0,1;522,6;Episódico
3;31;MG;Minas Gerais;3172004;Visconde do Rio Branco;57,3;35,0;1,7;13,3;1,7;0,7;2,0;4,3;1519,1;Epidêmico
3;31;MG;Minas Gerais;3172103;Volta Grande;2,7;33,0;0,0;0,0;0,0;2,3;29,3;0,0;150,5;Episódico/Epidêmico
3;31;MG;Minas Gerais;3172202;Wenceslau Braz;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
3;32;ES;Espirito Santo;3200102;Afonso Cláudio;70,0;21,7;0,3;10,7;0,7;1,0;18,3;5,1;2450,5;Episódico/Epidêmico
3;32;ES;Espirito Santo;3200136;Águia Branca;4,3;15,3;0,3;1,0;0,7;3,0;28,0;0,1;247,9;Episódico
3;32;ES;Espirito Santo;3200169;Água Doce do Norte;7,3;19,0;0,7;1,3;0,0;2,3;30,7;0,1;364,4;Episódico
3;32;ES;Espirito Santo;3200201;Alegre;56,0;17,3;0,3;8,0;0,0;2,0;19,0;4,2;1525,3;Episódico
3;32;ES;Espirito Santo;3200300;Alfredo Chaves;32,0;26,0;0,7;10,3;0,0;2,3;22,7;3,4;2950,5;Episódico/Epidêmico
3;32;ES;Espirito Santo;3200359;Alto Rio Novo;24,7;19,3;0,3;4,0;0,3;1,7;33,0;0,2;1333,8;Episódico
3;32;ES;Espirito Santo;3200409;Anchieta;55,7;20,7;0,7;9,7;0,7;2,0;18,3;6,1;2655,4;Episódico/Epidêmico
3;32;ES;Espirito Santo;3200508;Apiacá;15,3;24,3;0,7;5,0;0,0;2,3;20,0;0,4;1756,6;Episódico/Epidêmico
3;32;ES;Espirito Santo;3200607;Aracruz;52,3;23,3;1,7;16,3;0,3;0,7;18,0;6,4;616,9;Epidêmico
3;32;ES;Espirito Santo;3200706;Atílio Vivácqua;69,3;19,0;0,3;6,3;0,3;2,7;25,3;3,4;4173,7;Episódico/Epidêmico
3;32;ES;Espirito Santo;3200805;Baixo Guandu;34,7;19,3;1,3;10,7;0,0;0,7;18,3;3,7;1467,8;Epidêmico
3;32;ES;Espirito Santo;3200904;Barra de São Francisco;90,7;21,7;0,3;12,0;0,3;1,3;19,0;6,7;2198,8;Episódico/Epidêmico
3;32;ES;Espirito Santo;3201001;Boa Esperança;13,0;22,0;0,7;2,0;1,0;2,0;20,0;0,6;608,0;Episódico/Epidêmico
3;32;ES;Espirito Santo;3201100;Bom Jesus do Norte;19,7;21,0;0,3;5,3;0,3;2,3;31,7;0,7;1540,9;Episódico
3;32;ES;Espirito Santo;3201159;Brejetuba;11,7;27,7;0,3;4,7;0,0;2,3;31,7;0,2;714,0;Episódico/Epidêmico
3;32;ES;Espirito Santo;3201209;Cachoeiro de Itapemirim;191,0;23,0;1,3;18,3;2,3;0,7;18,3;29,8;1313,7;Epidêmico
3;32;ES;Espirito Santo;3201308;Cariacica;218,7;25,0;1,0;15,7;2,0;0,7;18,0;32,8;896,6;Epidêmico
3;32;ES;Espirito Santo;3201407;Castelo;330,3;23,3;1,0;12,7;1,7;1,3;19,7;15,4;6304,8;Epidêmico
3;32;ES;Espirito Santo;3201506;Colatina;150,0;20,3;1,0;21,7;0,7;0,7;18,0;23,3;2089,8;Epidêmico
3;32;ES;Espirito Santo;3201605;Conceição da Barra;13,3;20,0;0,7;6,7;0,0;2,7;25,0;1,5;558,5;Episódico/Epidêmico
3;32;ES;Espirito Santo;3201704;Conceição do Castelo;28,7;19,7;0,7;8,7;0,7;2,3;23,0;1,3;2250,7;Episódico/Epidêmico
3;32;ES;Espirito Santo;3201803;Divino de São Lourenço;15,3;10,7;0,3;3,7;0,3;2,0;38,3;0,1;2096,0;Episódico
3;32;ES;Espirito Santo;3201902;Domingos Martins;25,3;23,3;0,7;8,0;0,7;1,7;19,0;1,7;685,7;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202009;Dores do Rio Preto;1,7;11,3;0,0;0,0;0,0;1,7;42,0;0,0;119,9;Episódico
3;32;ES;Espirito Santo;3202108;Ecoporanga;13,3;22,3;0,7;6,0;0,3;3,0;21,3;1,2;673,1;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202207;Fundão;33,7;19,0;1,0;12,0;1,0;1,3;18,7;2,2;1814,7;Epidêmico
3;32;ES;Espirito Santo;3202256;Governador Lindenberg;7,0;10,3;0,0;0,7;0,0;2,3;34,3;0,1;164,0;Episódico
3;32;ES;Espirito Santo;3202306;Guaçuí;25,3;22,3;0,3;6,7;0,3;1,3;19,0;1,3;938,0;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202405;Guarapari;154,0;20,7;0,7;13,0;2,0;1,0;18,3;18,7;1976,7;Epidêmico
3;32;ES;Espirito Santo;3202454;Ibatiba;79,0;22,0;0,7;9,7;0,0;2,3;21,3;4,6;2949,3;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202504;Ibiraçu;18,7;25,7;0,7;5,3;0,3;2,0;19,0;0,7;892,9;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202553;Ibitirama;15,7;24,7;0,3;4,3;0,0;2,0;36,0;0,1;803,7;Episódico
3;32;ES;Espirito Santo;3202603;Iconha;28,3;16,0;0,3;4,0;0,3;3,0;23,0;1,3;1182,0;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202652;Irupi;6,0;23,7;0,3;1,0;0,0;2,7;23,7;0,1;303,9;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202702;Itaguaçu;38,3;20,0;0,7;12,0;1,7;1,0;21,0;2,0;2702,2;Epidêmico
3;32;ES;Espirito Santo;3202801;Itapemirim;27,3;18,7;1,0;9,0;1,3;2,3;21,0;2,3;960,7;Episódico/Epidêmico
3;32;ES;Espirito Santo;3202900;Itarana;20,3;18,3;0,3;4,7;0,0;3,0;19,0;0,5;1092,2;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203007;Iúna;32,3;19,0;0,7;5,0;0,3;3,7;20,0;1,2;819,5;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203056;Jaguaré;44,7;24,3;1,0;10,7;1,0;1,0;19,3;2,8;1107,7;Epidêmico
3;32;ES;Espirito Santo;3203106;Jerônimo Monteiro;57,7;21,0;0,3;7,0;0,3;1,3;27,3;4,2;4051,7;Episódico
3;32;ES;Espirito Santo;3203130;João Neiva;10,7;14,3;0,7;3,7;0,3;2,3;22,3;0,5;621,3;Episódico
3;32;ES;Espirito Santo;3203163;Laranja da Terra;6,3;21,3;0,7;3,7;0,0;2,0;27,3;0,4;707,0;Episódico
3;32;ES;Espirito Santo;3203205;Linhares;387,7;21,3;1,3;30,0;0,0;0,7;18,0;59,4;3430,2;Epidêmico
3;32;ES;Espirito Santo;3203304;Mantenópolis;52,3;17,7;1,0;2,0;0,3;2,0;32,3;0,8;1911,1;Episódico
3;32;ES;Espirito Santo;3203320;Marataízes;80,0;16,3;0,7;11,0;0,3;1,0;18,7;8,3;3139,4;Epidêmico
3;32;ES;Espirito Santo;3203346;Marechal Floriano;11,7;16,0;1,0;3,0;0,7;2,3;19,3;0,8;683,0;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203353;Marilândia;10,0;17,7;0,3;2,3;1,0;2,3;20,0;0,8;727,4;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203403;Mimoso do Sul;66,0;22,7;1,0;13,3;1,0;1,0;21,7;5,6;2906,4;Epidêmico
3;32;ES;Espirito Santo;3203502;Montanha;38,7;21,3;0,7;8,7;0,7;1,3;20,0;2,0;1358,0;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203601;Mucurici;17,0;20,3;0,7;3,3;0,3;2,3;22,0;1,1;2320,4;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203700;Muniz Freire;59,3;22,3;0,7;13,3;0,3;1,7;21,3;2,0;2738,5;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203809;Muqui;51,0;26,3;0,3;8,3;0,0;3,0;20,3;3,2;3218,2;Episódico/Epidêmico
3;32;ES;Espirito Santo;3203908;Nova Venécia;22,3;25,3;0,3;10,0;0,3;2,3;19,0;2,4;534,7;Episódico/Epidêmico
3;32;ES;Espirito Santo;3204005;Pancas;40,3;20,0;0,3;6,0;0,0;2,3;29,3;0,9;1201,3;Episódico
3;32;ES;Espirito Santo;3204054;Pedro Canário;30,0;24,7;1,0;14,3;1,0;1,0;18,0;3,7;1972,1;Epidêmico
3;32;ES;Espirito Santo;3204104;Pinheiros;65,7;27,3;1,0;14,3;1,0;2,0;19,0;5,4;2220,2;Epidêmico
3;32;ES;Espirito Santo;3204203;Piúma;26,7;17,3;1,0;5,0;0,3;1,3;24,7;2,3;1665,4;Episódico
3;32;ES;Espirito Santo;3204252;Ponto Belo;12,0;23,3;0,7;3,3;1,0;3,0;20,0;0,5;1151,8;Episódico/Epidêmico
3;32;ES;Espirito Santo;3204302;Presidente Kennedy;10,7;15,3;0,3;6,3;0,7;2,7;21,0;1,0;1149,7;Episódico/Epidêmico
3;32;ES;Espirito Santo;3204351;Rio Bananal;22,0;21,7;0,3;8,7;1,0;1,7;19,3;1,9;1459,6;Episódico/Epidêmico
3;32;ES;Espirito Santo;3204401;Rio Novo do Sul;18,7;16,3;0,3;4,3;0,3;2,7;25,7;0,4;906,7;Episódico
3;32;ES;Espirito Santo;3204500;Santa Leopoldina;5,3;21,7;0,0;0,7;0,7;1,7;30,3;0,1;258,6;Episódico
3;32;ES;Espirito Santo;3204559;Santa Maria de Jetibá;17,3;22,7;0,7;6,7;0,7;0,7;18,0;1,1;431,6;Episódico
